Date,Time,ID,Name,Comments
2021/11/04,04:37:34:07,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,05:13:42:10,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,05:13:57:06,1257616,Off The Hook_COMING UP,New Clip
2021/11/04,05:14:04:07,1280846,COMING UP WITH MORTEIN LED,(null)
2021/11/04,05:14:20:01,1275972,FOOTBALL_REVIEW_PROMO_0025,New Clip
2021/11/04,05:14:44:21,1169613,NMG Corona PSA 2 BEST,New Clip
2021/11/04,05:15:24:21,1281165,SPRITE_041121_NXT_A PLACE IN YOUR HEART_0055,New Clip
2021/11/04,05:16:20:09,1109717,NTV_STATION ID_MUSIC AND SLOGAN_FINAL mov,(null)
2021/11/04,05:16:36:09,846289,PG RATINGS NEW_GE,(null)
2021/11/04,05:16:45:22,1280612,011121_OFF THE HOOK_PT 1_DUR 1447D,(null)
2021/11/04,05:31:33:09,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,05:31:48:08,1279837,CAREER FAIR 2021 TVC,New Clip
2021/11/04,05:32:20:07,1205758,NTV JIONI DANIEL MULE PROMO _0012,(null)
2021/11/04,05:32:33:03,1280910,SPRITE_071121_NXT_HEALTH DIARY_0057,New Clip
2021/11/04,05:33:30:08,1262227,GEN-KIGODA CHAKO PROMO_guudddd,(null)
2021/11/04,05:34:17:03,1277605,Off the Hook_Break Bumper_goood,New Clip
2021/11/04,05:34:24:14,1280620,011121_OFF THE HOOK_PT 2_DUR 1809,(null)
2021/11/04,05:52:34:09,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,05:52:49:08,1269840,UPNEXT WITH STARTIMES SEPTEMBER NEWEST,(null)
2021/11/04,05:53:03:23,1274903,NBA 75TH_PROMO_0044,(null)
2021/11/04,05:53:48:02,1227460,PSAs_1_eng,New Clip
2021/11/04,05:54:40:06,1280897,SPRITE_061121_NXT_UNSCRIPTED_0055,New Clip
2021/11/04,05:55:36:00,1272821,SKIZA NA NATION VUMA,New Clip
2021/11/04,05:56:20:24,1277605,Off the Hook_Break Bumper_goood,New Clip
2021/11/04,05:56:28:10,1280611,011121_OFF THE HOOK_PT 3_DUR 2605,(null)
2021/11/04,06:22:33:10,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,06:22:48:06,1208559,YOUR WORLD KIPROP_COMING UP,New Clip
2021/11/04,06:22:55:07,1280846,COMING UP WITH MORTEIN LED,(null)
2021/11/04,06:23:11:01,1280891,061121_KENYA RAILWAYS DOCU_0037,New Clip
2021/11/04,06:23:49:00,1281165,SPRITE_041121_NXT_A PLACE IN YOUR HEART_0055,New Clip
2021/11/04,06:24:44:13,1205753,NTV JIONI NURU ABDULAZIZ_0012,(null)
2021/11/04,06:24:57:08,1169617,NMG Corona PSA 5 BEST,New Clip
2021/11/04,06:25:37:08,1281021,KRA_041121_TH_QUEEN OF FLOW_0103,New Clip
2021/11/04,06:26:40:12,1109717,NTV_STATION ID_MUSIC AND SLOGAN_FINAL mov,(null)
2021/11/04,06:26:56:12,1281689,041121_TIZI NYUMBANI_DUR 2902,New Clip
2021/11/04,06:55:59:05,847720,NTV_STATION ID_MUSIC ONLY_FINAL mov,New Clip
2021/11/04,06:56:14:01,1262731,MINUTE MAID_SEPT TVC 1_0015,(null)
2021/11/04,06:56:29:01,1203616,NTV MOMENTS WITH DETTOL ASL,(null)
2021/11/04,06:56:59:14,1279972,SAFARICOM_MTN BOARD_0015,(null)
2021/11/04,06:57:14:10,1272824,SKIZA NA NATION DENZEL,New Clip
2021/11/04,06:57:59:09,1205748,NTV JIONI KALTUN JAMA PROMO _0012,(null)
2021/11/04,06:58:12:07,1109714,NTV_STATION ID_MUSIC AND VOICE IDENT _FINAL mov,New Clip
2021/11/04,06:58:28:12,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,07:49:07:16,883060,NTV SOCIAL MEDIA STING_SMALLER TEXT,New Clip
2021/11/04,07:49:22:15,1277873,SENDY_OCT BOARD_0030,(null)
2021/11/04,07:49:52:24,1281109,COOP BANK_INTERNET BANKING TVC_0033,New Clip
2021/11/04,07:50:26:22,1274806,RUIRU MABATI_OCT BOARD_0028,(null)
2021/11/04,07:50:55:10,1274892,GEN_KWETU MIX_LATEST_0039,(null)
2021/11/04,07:51:34:19,1272819,SKIZA NA NATION VIVIAN,New Clip
